ID_client;cluster;ID_sector;Date;order_n
97035-027;D;107;2023-01-02;202301020064
97035-035;D;107;2023-01-02;202301020065
97035-044;C;107;2023-01-02;202301020066
97035-054;C;107;2023-01-02;202301020067
97035-061;D;107;2023-01-02;202301020068
97035-077;B;107;2023-01-02;202301020069
98101-001;B;110;2023-01-02;202301020070
98101-008;C;110;2023-01-02;202301020071
98101-015;C;110;2023-01-02;202301020072
98101-022;A;110;2023-01-02;202301020073
98101-029;D;110;2023-01-02;202301020074
98101-036;D;110;2023-01-02;202301020075
98101-043;C;110;2023-01-02;202301020076
98101-050;D;110;2023-01-02;202301020077
02215-002;D;109;2023-01-03;202301030001
02215-009;B;109;2023-01-03;202301030002
02215-016;C;109;2023-01-03;202301030003
02215-023;B;109;2023-01-03;202301030004
02215-030;D;109;2023-01-03;202301030005
04101-011;D;108;2023-01-03;202301030006
10001-002;C;201;2023-01-03;202301030007
10001-009;C;201;2023-01-03;202301030008
10001-023;C;201;2023-01-03;202301030009
10001-030;C;201;2023-01-03;202301030010
10001-044;B;201;2023-01-03;202301030011
30301-002;B;205;2023-01-03;202301030012
30301-009;D;205;2023-01-03;202301030013
30301-016;D;205;2023-01-03;202301030014
30301-023;C;205;2023-01-03;202301030015
30301-030;D;205;2023-01-03;202301030016
30301-037;D;205;2023-01-03;202301030017
30301-051;D;205;2023-01-03;202301030018
30301-058;C;205;2023-01-03;202301030019
30301-072;B;205;2023-01-03;202301030020
30301-079;A;205;2023-01-03;202301030021
30301-086;D;205;2023-01-03;202301030022
73301-002;C;202;2023-01-03;202301030023
73301-009;D;202;2023-01-03;202301030024
73301-016;D;202;2023-01-03;202301030025
73301-023;D;202;2023-01-03;202301030026
75001-002;B;106;2023-01-03;202301030027
75001-009;B;106;2023-01-03;202301030028
75001-023;D;106;2023-01-03;202301030029
75001-030;C;106;2023-01-03;202301030030
75001-037;B;106;2023-01-03;202301030031
75001-044;B;106;2023-01-03;202301030032
75001-051;D;106;2023-01-03;202301030033
75001-058;C;106;2023-01-03;202301030034
75001-065;B;106;2023-01-03;202301030035
75001-072;B;106;2023-01-03;202301030036
75001-079;A;106;2023-01-03;202301030037
75001-086;C;106;2023-01-03;202301030038
75001-093;C;106;2023-01-03;202301030039
90001-002;D;203;2023-01-03;202301030040
90001-009;D;203;2023-01-03;202301030041
90001-023;C;203;2023-01-03;202301030042
90001-037;C;203;2023-01-03;202301030043
90001-044;D;203;2023-01-03;202301030044
90001-058;D;203;2023-01-03;202301030045
90001-072;D;203;2023-01-03;202301030046
90001-086;B;203;2023-01-03;202301030047
90001-093;D;203;2023-01-03;202301030048
94016-002;D;204;2023-01-03;202301030049
94016-009;D;204;2023-01-03;202301030050
94016-016;C;204;2023-01-03;202301030051
94016-023;D;204;2023-01-03;202301030052
94016-044;C;204;2023-01-03;202301030053
94016-051;D;204;2023-01-03;202301030054
94016-058;B;204;2023-01-03;202301030055
94016-072;B;204;2023-01-03;202301030056
97035-002;C;107;2023-01-03;202301030057
97035-010;C;107;2023-01-03;202301030058
97035-019;D;107;2023-01-03;202301030059
97035-029;C;107;2023-01-03;202301030060
97035-045;B;107;2023-01-03;202301030061
97035-055;C;107;2023-01-03;202301030062
97035-062;B;107;2023-01-03;202301030063
97035-070;C;107;2023-01-03;202301030064
97035-078;A;107;2023-01-03;202301030065
98101-002;D;110;2023-01-03;202301030066
98101-009;A;110;2023-01-03;202301030067
98101-016;D;110;2023-01-03;202301030068
98101-023;B;110;2023-01-03;202301030069
98101-030;D;110;2023-01-03;202301030070
98101-037;B;110;2023-01-03;202301030071
98101-044;B;110;2023-01-03;202301030072
98101-051;C;110;2023-01-03;202301030073
02215-003;B;109;2023-01-04;202301040001
02215-010;B;109;2023-01-04;202301040002
02215-017;D;109;2023-01-04;202301040003
02215-024;C;109;2023-01-04;202301040004
02215-031;D;109;2023-01-04;202301040005
04101-014;D;108;2023-01-04;202301040006
04101-051;A;108;2023-01-04;202301040007
10001-003;D;201;2023-01-04;202301040008
10001-010;D;201;2023-01-04;202301040009
10001-017;D;201;2023-01-04;202301040010
10001-024;D;201;2023-01-04;202301040011
10001-031;D;201;2023-01-04;202301040012
30301-003;C;205;2023-01-04;202301040013
30301-010;C;205;2023-01-04;202301040014
30301-017;C;205;2023-01-04;202301040015
30301-024;D;205;2023-01-04;202301040016
30301-031;D;205;2023-01-04;202301040017
30301-038;B;205;2023-01-04;202301040018
30301-045;A;205;2023-01-04;202301040019
30301-052;D;205;2023-01-04;202301040020
30301-059;D;205;2023-01-04;202301040021
30301-066;B;205;2023-01-04;202301040022
30301-073;C;205;2023-01-04;202301040023
30301-080;D;205;2023-01-04;202301040024
30301-087;D;205;2023-01-04;202301040025
73301-003;C;202;2023-01-04;202301040026
73301-010;B;202;2023-01-04;202301040027
73301-017;C;202;2023-01-04;202301040028
73301-024;C;202;2023-01-04;202301040029
75001-010;C;106;2023-01-04;202301040030
75001-017;C;106;2023-01-04;202301040031
75001-031;D;106;2023-01-04;202301040032
75001-038;B;106;2023-01-04;202301040033
75001-045;B;106;2023-01-04;202301040034
75001-052;B;106;2023-01-04;202301040035
75001-059;D;106;2023-01-04;202301040036
75001-066;D;106;2023-01-04;202301040037
75001-073;B;106;2023-01-04;202301040038
75001-087;B;106;2023-01-04;202301040039
75001-094;C;106;2023-01-04;202301040040
90001-010;D;203;2023-01-04;202301040041
90001-017;B;203;2023-01-04;202301040042
90001-024;C;203;2023-01-04;202301040043
90001-038;D;203;2023-01-04;202301040044
90001-045;C;203;2023-01-04;202301040045
90001-052;C;203;2023-01-04;202301040046
90001-059;C;203;2023-01-04;202301040047
90001-066;A;203;2023-01-04;202301040048
90001-073;B;203;2023-01-04;202301040049
90001-080;D;203;2023-01-04;202301040050
90001-087;D;203;2023-01-04;202301040051
90001-094;D;203;2023-01-04;202301040052
94016-003;B;204;2023-01-04;202301040053
94016-010;D;204;2023-01-04;202301040054
94016-017;C;204;2023-01-04;202301040055
94016-024;D;204;2023-01-04;202301040056
94016-038;D;204;2023-01-04;202301040057
94016-045;D;204;2023-01-04;202301040058
94016-052;D;204;2023-01-04;202301040059
94016-066;C;204;2023-01-04;202301040060
94016-073;C;204;2023-01-04;202301040061
97035-003;B;107;2023-01-04;202301040062
97035-012;D;107;2023-01-04;202301040063
97035-021;D;107;2023-01-04;202301040064
97035-030;D;107;2023-01-04;202301040065
97035-037;B;107;2023-01-04;202301040066
97035-046;D;107;2023-01-04;202301040067
97035-056;D;107;2023-01-04;202301040068
97035-063;C;107;2023-01-04;202301040069
97035-072;B;107;2023-01-04;202301040070
98101-003;C;110;2023-01-04;202301040071
98101-010;C;110;2023-01-04;202301040072
98101-017;D;110;2023-01-04;202301040073
98101-024;D;110;2023-01-04;202301040074
98101-031;D;110;2023-01-04;202301040075
98101-038;D;110;2023-01-04;202301040076
98101-045;C;110;2023-01-04;202301040077
98101-052;D;110;2023-01-04;202301040078
02215-004;D;109;2023-01-05;202301050001
02215-011;B;109;2023-01-05;202301050002
02215-018;D;109;2023-01-05;202301050003
02215-025;D;109;2023-01-05;202301050004
04101-020;C;108;2023-01-05;202301050005
04101-052;C;108;2023-01-05;202301050006
10001-011;C;201;2023-01-05;202301050007
10001-018;A;201;2023-01-05;202301050008
10001-025;D;201;2023-01-05;202301050009
30301-004;C;205;2023-01-05;202301050010
30301-011;D;205;2023-01-05;202301050011
30301-018;D;205;2023-01-05;202301050012
30301-025;D;205;2023-01-05;202301050013
30301-032;D;205;2023-01-05;202301050014
30301-039;D;205;2023-01-05;202301050015
30301-060;B;205;2023-01-05;202301050016
30301-067;D;205;2023-01-05;202301050017
30301-074;A;205;2023-01-05;202301050018
30301-081;D;205;2023-01-05;202301050019
30301-088;C;205;2023-01-05;202301050020
73301-004;C;202;2023-01-05;202301050021
73301-025;C;202;2023-01-05;202301050022
75001-004;C;106;2023-01-05;202301050023
75001-011;D;106;2023-01-05;202301050024
75001-018;D;106;2023-01-05;202301050025
75001-025;D;106;2023-01-05;202301050026
75001-032;D;106;2023-01-05;202301050027
75001-039;D;106;2023-01-05;202301050028
75001-046;C;106;2023-01-05;202301050029
75001-053;D;106;2023-01-05;202301050030
75001-067;D;106;2023-01-05;202301050031
75001-074;D;106;2023-01-05;202301050032
75001-081;B;106;2023-01-05;202301050033
75001-088;B;106;2023-01-05;202301050034
90001-004;D;203;2023-01-05;202301050035
90001-011;D;203;2023-01-05;202301050036
90001-018;D;203;2023-01-05;202301050037
90001-025;D;203;2023-01-05;202301050038
90001-039;C;203;2023-01-05;202301050039
90001-046;D;203;2023-01-05;202301050040
90001-053;D;203;2023-01-05;202301050041
90001-060;D;203;2023-01-05;202301050042
90001-067;D;203;2023-01-05;202301050043
90001-074;D;203;2023-01-05;202301050044
90001-081;D;203;2023-01-05;202301050045
90001-088;D;203;2023-01-05;202301050046
94016-004;B;204;2023-01-05;202301050047
94016-011;D;204;2023-01-05;202301050048
94016-018;D;204;2023-01-05;202301050049
94016-025;C;204;2023-01-05;202301050050
94016-032;D;204;2023-01-05;202301050051
94016-039;D;204;2023-01-05;202301050052
94016-046;D;204;2023-01-05;202301050053
94016-053;B;204;2023-01-05;202301050054
94016-060;C;204;2023-01-05;202301050055
94016-067;D;204;2023-01-05;202301050056
94016-074;C;204;2023-01-05;202301050057
97035-004;D;107;2023-01-05;202301050058
97035-013;C;107;2023-01-05;202301050059
97035-022;C;107;2023-01-05;202301050060
97035-031;D;107;2023-01-05;202301050061
97035-047;D;107;2023-01-05;202301050062
97035-057;C;107;2023-01-05;202301050063
97035-064;C;107;2023-01-05;202301050064
97035-073;D;107;2023-01-05;202301050065
97035-080;D;107;2023-01-05;202301050066
98101-004;A;110;2023-01-05;202301050067
98101-011;B;110;2023-01-05;202301050068
98101-018;C;110;2023-01-05;202301050069
98101-032;D;110;2023-01-05;202301050070
98101-039;C;110;2023-01-05;202301050071
98101-046;D;110;2023-01-05;202301050072
98101-053;D;110;2023-01-05;202301050073
02215-005;D;109;2023-01-06;202301060001
02215-012;B;109;2023-01-06;202301060002
02215-019;D;109;2023-01-06;202301060003
04101-023;D;108;2023-01-06;202301060004
04101-069;C;108;2023-01-06;202301060005
10001-005;D;201;2023-01-06;202301060006
10001-012;A;201;2023-01-06;202301060007
10001-019;C;201;2023-01-06;202301060008
10001-033;C;201;2023-01-06;202301060009
10001-040;D;201;2023-01-06;202301060010
30301-012;A;205;2023-01-06;202301060011
30301-019;D;205;2023-01-06;202301060012
30301-026;D;205;2023-01-06;202301060013
30301-033;B;205;2023-01-06;202301060014
30301-040;C;205;2023-01-06;202301060015
30301-047;C;205;2023-01-06;202301060016
30301-054;D;205;2023-01-06;202301060017
30301-061;B;205;2023-01-06;202301060018
30301-068;A;205;2023-01-06;202301060019
30301-075;A;205;2023-01-06;202301060020
30301-082;D;205;2023-01-06;202301060021
73301-012;B;202;2023-01-06;202301060022
73301-019;C;202;2023-01-06;202301060023
73301-026;C;202;2023-01-06;202301060024
75001-005;B;106;2023-01-06;202301060025
75001-012;B;106;2023-01-06;202301060026
75001-019;D;106;2023-01-06;202301060027
75001-026;C;106;2023-01-06;202301060028
75001-033;D;106;2023-01-06;202301060029
75001-040;D;106;2023-01-06;202301060030
75001-047;D;106;2023-01-06;202301060031
75001-054;B;106;2023-01-06;202301060032
75001-061;C;106;2023-01-06;202301060033
75001-068;C;106;2023-01-06;202301060034
75001-075;A;106;2023-01-06;202301060035
75001-082;B;106;2023-01-06;202301060036
75001-089;C;106;2023-01-06;202301060037
75001-096;D;106;2023-01-06;202301060038
90001-005;D;203;2023-01-06;202301060039
90001-019;D;203;2023-01-06;202301060040
90001-026;D;203;2023-01-06;202301060041
90001-033;D;203;2023-01-06;202301060042
90001-040;C;203;2023-01-06;202301060043
90001-047;D;203;2023-01-06;202301060044
90001-054;C;203;2023-01-06;202301060045
90001-061;C;203;2023-01-06;202301060046
90001-075;D;203;2023-01-06;202301060047
90001-082;D;203;2023-01-06;202301060048
90001-089;D;203;2023-01-06;202301060049
94016-005;C;204;2023-01-06;202301060050
94016-012;C;204;2023-01-06;202301060051
94016-019;D;204;2023-01-06;202301060052
94016-026;C;204;2023-01-06;202301060053
94016-040;D;204;2023-01-06;202301060054
94016-054;D;204;2023-01-06;202301060055
94016-061;D;204;2023-01-06;202301060056
97035-005;D;107;2023-01-06;202301060057
97035-015;C;107;2023-01-06;202301060058
97035-024;D;107;2023-01-06;202301060059
97035-032;A;107;2023-01-06;202301060060
97035-039;D;107;2023-01-06;202301060061
97035-048;D;107;2023-01-06;202301060062
97035-058;D;107;2023-01-06;202301060063
97035-065;D;107;2023-01-06;202301060064
97035-074;D;107;2023-01-06;202301060065
97035-082;B;107;2023-01-06;202301060066
98101-005;D;110;2023-01-06;202301060067
98101-012;D;110;2023-01-06;202301060068
98101-019;B;110;2023-01-06;202301060069
98101-026;C;110;2023-01-06;202301060070
98101-033;B;110;2023-01-06;202301060071
98101-040;C;110;2023-01-06;202301060072
98101-047;D;110;2023-01-06;202301060073
98101-054;D;110;2023-01-06;202301060074
02215-006;C;109;2023-01-07;202301070001
02215-020;D;109;2023-01-07;202301070002
04101-028;D;108;2023-01-07;202301070003
04101-071;C;108;2023-01-07;202301070004
10001-006;B;201;2023-01-07;202301070005
10001-013;D;201;2023-01-07;202301070006
10001-020;A;201;2023-01-07;202301070007
10001-027;B;201;2023-01-07;202301070008
10001-034;D;201;2023-01-07;202301070009
10001-041;D;201;2023-01-07;202301070010
30301-006;D;205;2023-01-07;202301070011
30301-013;C;205;2023-01-07;202301070012
30301-020;C;205;2023-01-07;202301070013
30301-027;D;205;2023-01-07;202301070014
30301-034;A;205;2023-01-07;202301070015
30301-041;D;205;2023-01-07;202301070016
30301-048;D;205;2023-01-07;202301070017
30301-062;B;205;2023-01-07;202301070018
30301-076;C;205;2023-01-07;202301070019
30301-083;D;205;2023-01-07;202301070020
73301-006;D;202;2023-01-07;202301070021
73301-013;D;202;2023-01-07;202301070022
73301-020;C;202;2023-01-07;202301070023
73301-027;A;202;2023-01-07;202301070024
75001-006;D;106;2023-01-07;202301070025
75001-013;C;106;2023-01-07;202301070026
75001-020;B;106;2023-01-07;202301070027
75001-034;C;106;2023-01-07;202301070028
75001-041;A;106;2023-01-07;202301070029
75001-048;D;106;2023-01-07;202301070030
75001-055;C;106;2023-01-07;202301070031
75001-062;B;106;2023-01-07;202301070032
75001-069;C;106;2023-01-07;202301070033
75001-076;C;106;2023-01-07;202301070034
75001-083;D;106;2023-01-07;202301070035
75001-090;D;106;2023-01-07;202301070036
90001-006;D;203;2023-01-07;202301070037
90001-013;A;203;2023-01-07;202301070038
90001-020;D;203;2023-01-07;202301070039
90001-027;D;203;2023-01-07;202301070040
90001-034;D;203;2023-01-07;202301070041
90001-041;A;203;2023-01-07;202301070042
90001-055;D;203;2023-01-07;202301070043
90001-062;C;203;2023-01-07;202301070044
90001-069;C;203;2023-01-07;202301070045
90001-083;D;203;2023-01-07;202301070046
90001-090;D;203;2023-01-07;202301070047
94016-006;D;204;2023-01-07;202301070048
94016-013;D;204;2023-01-07;202301070049
94016-020;C;204;2023-01-07;202301070050
94016-027;B;204;2023-01-07;202301070051
94016-034;B;204;2023-01-07;202301070052
94016-041;C;204;2023-01-07;202301070053
94016-048;C;204;2023-01-07;202301070054
94016-055;D;204;2023-01-07;202301070055
94016-069;D;204;2023-01-07;202301070056
97035-007;C;107;2023-01-07;202301070057
97035-016;D;107;2023-01-07;202301070058
97035-025;B;107;2023-01-07;202301070059
97035-033;D;107;2023-01-07;202301070060
97035-040;C;107;2023-01-07;202301070061
97035-049;D;107;2023-01-07;202301070062
97035-059;D;107;2023-01-07;202301070063
97035-066;B;107;2023-01-07;202301070064
97035-075;C;107;2023-01-07;202301070065
97035-083;B;107;2023-01-07;202301070066
98101-006;B;110;2023-01-07;202301070067
98101-013;D;110;2023-01-07;202301070068
98101-020;C;110;2023-01-07;202301070069
98101-027;C;110;2023-01-07;202301070070
98101-034;C;110;2023-01-07;202301070071
98101-041;B;110;2023-01-07;202301070072
98101-048;C;110;2023-01-07;202301070073
02215-007;B;109;2023-01-08;202301080001
02215-028;D;109;2023-01-08;202301080002
04101-041;B;108;2023-01-08;202301080003
04101-081;D;108;2023-01-08;202301080004
10001-007;C;201;2023-01-08;202301080005
10001-014;C;201;2023-01-08;202301080006
10001-021;C;201;2023-01-08;202301080007
10001-042;D;201;2023-01-08;202301080008
30301-007;C;205;2023-01-08;202301080009
30301-014;C;205;2023-01-08;202301080010
30301-028;D;205;2023-01-08;202301080011
30301-035;D;205;2023-01-08;202301080012
30301-049;D;205;2023-01-08;202301080013
30301-056;C;205;2023-01-08;202301080014
30301-063;B;205;2023-01-08;202301080015
30301-070;C;205;2023-01-08;202301080016
30301-084;D;205;2023-01-08;202301080017
73301-007;D;202;2023-01-08;202301080018
73301-021;D;202;2023-01-08;202301080019
73301-028;D;202;2023-01-08;202301080020
75001-007;C;106;2023-01-08;202301080021
75001-014;C;106;2023-01-08;202301080022
75001-021;C;106;2023-01-08;202301080023
75001-028;C;106;2023-01-08;202301080024
75001-035;D;106;2023-01-08;202301080025
75001-042;C;106;2023-01-08;202301080026
75001-049;B;106;2023-01-08;202301080027
75001-056;D;106;2023-01-08;202301080028
75001-063;D;106;2023-01-08;202301080029
75001-070;D;106;2023-01-08;202301080030
75001-084;B;106;2023-01-08;202301080031
75001-091;C;106;2023-01-08;202301080032
90001-007;B;203;2023-01-08;202301080033
90001-014;D;203;2023-01-08;202301080034
90001-021;B;203;2023-01-08;202301080035
90001-028;D;203;2023-01-08;202301080036
90001-035;C;203;2023-01-08;202301080037
90001-042;D;203;2023-01-08;202301080038
90001-063;D;203;2023-01-08;202301080039
90001-070;D;203;2023-01-08;202301080040
90001-077;B;203;2023-01-08;202301080041
90001-084;D;203;2023-01-08;202301080042
90001-091;C;203;2023-01-08;202301080043
94016-014;A;204;2023-01-08;202301080044
94016-021;D;204;2023-01-08;202301080045
94016-035;D;204;2023-01-08;202301080046
94016-042;D;204;2023-01-08;202301080047
94016-049;C;204;2023-01-08;202301080048
94016-056;D;204;2023-01-08;202301080049
94016-063;C;204;2023-01-08;202301080050
94016-070;C;204;2023-01-08;202301080051
97035-017;C;107;2023-01-08;202301080052
97035-026;D;107;2023-01-08;202301080053
97035-034;A;107;2023-01-08;202301080054
97035-042;D;107;2023-01-08;202301080055
97035-053;D;107;2023-01-08;202301080056
97035-060;D;107;2023-01-08;202301080057
97035-067;D;107;2023-01-08;202301080058
97035-076;D;107;2023-01-08;202301080059
98101-007;B;110;2023-01-08;202301080060
98101-021;D;110;2023-01-08;202301080061
98101-035;D;110;2023-01-08;202301080062
98101-042;C;110;2023-01-08;202301080063
98101-049;B;110;2023-01-08;202301080064
02215-015;C;109;2023-01-09;202301090001
02215-022;B;109;2023-01-09;202301090002
02215-029;D;109;2023-01-09;202301090003
04101-006;D;108;2023-01-09;202301090004
04101-043;D;108;2023-01-09;202301090005
10001-001;C;201;2023-01-09;202301090006
10001-008;D;201;2023-01-09;202301090007
10001-015;C;201;2023-01-09;202301090008
10001-029;B;201;2023-01-09;202301090009
10001-036;B;201;2023-01-09;202301090010
10001-043;B;201;2023-01-09;202301090011
30301-001;D;205;2023-01-09;202301090012
30301-008;C;205;2023-01-09;202301090013
30301-015;D;205;2023-01-09;202301090014
30301-022;D;205;2023-01-09;202301090015
30301-029;C;205;2023-01-09;202301090016
30301-036;D;205;2023-01-09;202301090017
30301-043;D;205;2023-01-09;202301090018
30301-050;D;205;2023-01-09;202301090019
30301-064;D;205;2023-01-09;202301090020
30301-071;D;205;2023-01-09;202301090021
30301-078;D;205;2023-01-09;202301090022
30301-085;C;205;2023-01-09;202301090023
73301-001;D;202;2023-01-09;202301090024
73301-008;D;202;2023-01-09;202301090025
73301-022;B;202;2023-01-09;202301090026
75001-001;C;106;2023-01-09;202301090027
75001-008;D;106;2023-01-09;202301090028
75001-015;D;106;2023-01-09;202301090029
75001-022;D;106;2023-01-09;202301090030
75001-029;D;106;2023-01-09;202301090031
75001-036;B;106;2023-01-09;202301090032
75001-043;A;106;2023-01-09;202301090033
75001-050;C;106;2023-01-09;202301090034
75001-057;D;106;2023-01-09;202301090035
75001-071;C;106;2023-01-09;202301090036
75001-078;B;106;2023-01-09;202301090037
75001-085;C;106;2023-01-09;202301090038
90001-001;D;203;2023-01-09;202301090039
90001-015;C;203;2023-01-09;202301090040
90001-022;C;203;2023-01-09;202301090041
90001-029;D;203;2023-01-09;202301090042
90001-036;D;203;2023-01-09;202301090043
90001-043;A;203;2023-01-09;202301090044
90001-050;D;203;2023-01-09;202301090045
90001-057;D;203;2023-01-09;202301090046
90001-064;C;203;2023-01-09;202301090047
90001-071;B;203;2023-01-09;202301090048
90001-078;D;203;2023-01-09;202301090049
90001-085;A;203;2023-01-09;202301090050
90001-092;B;203;2023-01-09;202301090051
94016-008;C;204;2023-01-09;202301090052
94016-015;D;204;2023-01-09;202301090053
94016-022;D;204;2023-01-09;202301090054
94016-029;C;204;2023-01-09;202301090055
94016-036;B;204;2023-01-09;202301090056
94016-043;D;204;2023-01-09;202301090057
94016-057;D;204;2023-01-09;202301090058
94016-064;A;204;2023-01-09;202301090059
94016-071;B;204;2023-01-09;202301090060
97035-001;D;107;2023-01-09;202301090061
97035-009;D;107;2023-01-09;202301090062
97035-018;D;107;2023-01-09;202301090063
97035-027;D;107;2023-01-09;202301090064
97035-035;D;107;2023-01-09;202301090065
97035-044;C;107;2023-01-09;202301090066
97035-054;C;107;2023-01-09;202301090067
97035-061;D;107;2023-01-09;202301090068
97035-077;B;107;2023-01-09;202301090069
98101-001;B;110;2023-01-09;202301090070
98101-008;C;110;2023-01-09;202301090071
98101-015;C;110;2023-01-09;202301090072
98101-022;A;110;2023-01-09;202301090073
98101-029;D;110;2023-01-09;202301090074
98101-036;D;110;2023-01-09;202301090075
98101-043;C;110;2023-01-09;202301090076
98101-050;D;110;2023-01-09;202301090077
02215-002;D;109;2023-01-10;202301100001
02215-009;B;109;2023-01-10;202301100002
02215-016;C;109;2023-01-10;202301100003
02215-023;B;109;2023-01-10;202301100004
02215-030;D;109;2023-01-10;202301100005
04101-011;D;108;2023-01-10;202301100006
10001-002;C;201;2023-01-10;202301100007
10001-009;C;201;2023-01-10;202301100008
10001-023;C;201;2023-01-10;202301100009
10001-030;C;201;2023-01-10;202301100010
10001-044;B;201;2023-01-10;202301100011
30301-002;B;205;2023-01-10;202301100012
30301-009;D;205;2023-01-10;202301100013
30301-016;D;205;2023-01-10;202301100014
30301-023;C;205;2023-01-10;202301100015
30301-030;D;205;2023-01-10;202301100016
30301-037;D;205;2023-01-10;202301100017
30301-051;D;205;2023-01-10;202301100018
30301-058;C;205;2023-01-10;202301100019
30301-072;B;205;2023-01-10;202301100020
30301-079;A;205;2023-01-10;202301100021
30301-086;D;205;2023-01-10;202301100022
73301-002;C;202;2023-01-10;202301100023
73301-009;D;202;2023-01-10;202301100024
73301-016;D;202;2023-01-10;202301100025
73301-023;D;202;2023-01-10;202301100026
75001-002;B;106;2023-01-10;202301100027
75001-009;B;106;2023-01-10;202301100028
75001-023;D;106;2023-01-10;202301100029
75001-030;C;106;2023-01-10;202301100030
75001-037;B;106;2023-01-10;202301100031
75001-044;B;106;2023-01-10;202301100032
75001-051;D;106;2023-01-10;202301100033
75001-058;C;106;2023-01-10;202301100034
75001-065;B;106;2023-01-10;202301100035
75001-072;B;106;2023-01-10;202301100036
75001-079;A;106;2023-01-10;202301100037
75001-086;C;106;2023-01-10;202301100038
75001-093;C;106;2023-01-10;202301100039
90001-002;D;203;2023-01-10;202301100040
90001-009;D;203;2023-01-10;202301100041
90001-023;C;203;2023-01-10;202301100042
90001-037;C;203;2023-01-10;202301100043
90001-044;D;203;2023-01-10;202301100044
90001-058;D;203;2023-01-10;202301100045
90001-072;D;203;2023-01-10;202301100046
90001-086;B;203;2023-01-10;202301100047
90001-093;D;203;2023-01-10;202301100048
94016-002;D;204;2023-01-10;202301100049
94016-009;D;204;2023-01-10;202301100050
94016-016;C;204;2023-01-10;202301100051
94016-023;D;204;2023-01-10;202301100052
94016-044;C;204;2023-01-10;202301100053
94016-051;D;204;2023-01-10;202301100054
94016-058;B;204;2023-01-10;202301100055
94016-072;B;204;2023-01-10;202301100056
97035-002;C;107;2023-01-10;202301100057
97035-010;C;107;2023-01-10;202301100058
97035-019;D;107;2023-01-10;202301100059
97035-029;C;107;2023-01-10;202301100060
97035-045;B;107;2023-01-10;202301100061
97035-055;C;107;2023-01-10;202301100062
97035-062;B;107;2023-01-10;202301100063
97035-070;C;107;2023-01-10;202301100064
97035-078;A;107;2023-01-10;202301100065
98101-002;D;110;2023-01-10;202301100066
98101-009;A;110;2023-01-10;202301100067
98101-016;D;110;2023-01-10;202301100068
98101-023;B;110;2023-01-10;202301100069
98101-030;D;110;2023-01-10;202301100070
98101-037;B;110;2023-01-10;202301100071
98101-044;B;110;2023-01-10;202301100072
98101-051;C;110;2023-01-10;202301100073
02215-003;B;109;2023-01-11;202301110001
02215-010;B;109;2023-01-11;202301110002
